Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
22525115,31/10/2017,products: Infrastructure Migration,pr4553,Access to All users,Inactive,Completed,"30,000",Stage 0
30707138,29/09/2019,products: Azure Stack,pr4554,Managed Instance,Active,In Progress,"2,000",Stage 0
22222956,29/12/2017,products: Infrastructure Migration,pr4555,Client onboarding,Active,In Progress,"1,000",Stage 4
71414953,31/08/2019,products: Infrastructure Migration,pr4556,App production,Active,In Progress,"13,650",Stage 0
39090963,15/06/2018,products: EAI,pr4557,Achieve Storage,Active,In Progress,800,Stage 3
12828111,13/12/2017,products: EAI,pr4558,App production,Active,In Progress,"1,000",Stage 2
23636619,31/01/2019,products: Datacenter Migration,pr4559,Managed disks migration,Inactive,Completed,"4,095",Stage 0
61818619,30/11/2017,products: Infrastructure Migration,pr4560, Back Up And DR,Inactive,In Progress,"1,000",Stage 1
84646110,25/08/2019,products: Disaster Recovery,pr4561,Acceleration Transfer,Inactive,Completed,"5,000",Stage 4
32020127,30/06/2019,products: Datacenter Migration,pr4562,phase of migration,Active,In Progress,"10,000",Stage 2
32626963,28/07/2020,products: Datacenter Migration,pr4563,Achieve Storage,Inactive,Completed,"366,001",Stage 2
39292124,28/06/2019,products: EAI,pr4564,Managed Disks,Inactive,In Progress,100,Stage 4
61717156,29/03/2019,products: Disaster Recovery,pr4565,phase of migration,Inactive,Completed,500,Stage 5
30606112,30/06/2019,products: Infrastructure Migration,pr4566,phase rollout,Active,In Progress,"5,000",Stage 2
67575604,15/06/2018,products: EAI,pr4567,Managed Service ,Inactive,In Progress,800,Stage 3
28585106,27/09/2019,products: Infrastructure Migration,pr4568,Managed Disks,Inactive,In Progress,"68,250",Stage 2
84848594,30/04/2018,products: EAI,pr4569,Access to All users,Active,In Progress,100,Stage 1
30606604,22/02/2019,products: EAI,pr4570,Managed Service ,Inactive,Completed,683,Stage 1
68181520,22/05/2018,products: EAI,pr4571,Managed disks migration,Inactive,Completed,70,Stage 5
83737153,30/11/2019,products: SAP on Azure,pr4572,respond to RFPA,Active,In Progress,"20,000",Stage 3
97171523,12/06/2019,products: Datacenter Migration,pr4573,Access to All users,Active,In Progress,"56,874",Stage 1
71515614,31/08/2019,products: SAP on Azure,pr4574,App Sprint,Active,In Progress,"12,000",Stage 2
41313520,29/03/2019,products: EAI,pr4575,Managed disks migration,Active,In Progress,"200,000",Stage 5
41515165,31/01/2019,products: Datacenter Migration,pr4576,phase projects,Active,In Progress,"1,000",Stage 5
47272521,12/12/2018,products: EAI,pr4577,Managed Disks,Active,In Progress,"19,000",Stage 2
8383524,31/01/2018,products: Disaster Recovery,pr4578,Access to All users,Active,Completed,"12,684",Stage 0
31515815,14/05/2018,products: Azure Stack,pr4579,Acceleration Transfer,Inactive,Completed,"1,500",Stage 2
22525115,31/03/2018,products: EAI,pr4580,phase of migration,Inactive,In Progress,"22,500",Stage 0
39292124,31/03/2019,products: Disaster Recovery,pr4581,Achieve Storage,Active,Blocked,"1,365",Stage 0
95353119,31/12/2017,products: EAI,pr4582,Acceleration in Projects,Active,In Progress,"1,000",Stage 5
98080522,28/02/2018,products: EAI,pr4583,Managed Disk implementation,Inactive,In Progress,300,Stage 5
22525845,16/11/2018,products: Disaster Recovery,pr4584,Managed Instance,Inactive,Completed,"1,000",Stage 0
35858152,31/12/2018,products: EAI,pr4585,App Sprint,-,-,"2,500",Stage 4
56666156,30/06/2017,products: Infrastructure Migration,pr4586,Client onboarding,Active,Blocked,"1,000",Stage 1
30606604,31/05/2019,products: Datacenter Migration,pr4587,respond to RFPA,Active,In Progress,750,Stage 2
14040147,06/05/2019,products: Networking apps,pr4588,phase of migration,Active,In Progress,"1,000",Stage 1
27575845,23/06/2019,products: Datacenter Migration,pr4589,Phase of Data Migration,Active,In Progress,"12,000",Stage 4
45353117,11/12/2017,products: Disaster Recovery,pr4590,default method for experimentation,Active,In Progress,"1,000",Stage 0
70404109,30/11/2017,products: EAI,pr4591,Accuvate initial work,Active,In Progress,"3,413",Stage 3
14343143,22/02/2018,products: Infrastructure Migration,pr4592,Managed disks migration,Inactive,In Progress,"13,147",Stage 0
91111105,16/08/2018,products: EAI,pr4593, Back Up And DR,Active,In Progress,681,Stage 0
49898165,30/09/2018,products: Disaster Recovery,pr4594,Managed Service ,Active,In Progress,"1,365",Stage 1
92525956,22/03/2019,products: Infrastructure Migration,pr4595,Accuvate initial work,Active,In Progress,"10,740",Stage 5
2424100,03/12/2018,products: Datacenter Migration,pr4596,Managed Service ,-,-,50,Stage 1
92323523,30/08/2018,products: Infrastructure Migration,pr4597,phase rollout,Active,Blocked,"2,000",Stage 5
47979520,30/05/2019,products: Infrastructure Migration,pr4598,Achieve Storage,Active,In Progress,"2,000",Stage 0
81414521,31/10/2018,products: EAI,pr4599,Acceleration in Projects,Inactive,Completed,660,Stage 4
27979953,15/06/2018,products: EAI,pr4600,Accuvate initial work,Active,Completed,800,Stage 1
97171523,30/04/2018,products: EAI,pr4601,Acceleration Transfer,Active,Completed,"4,095",Stage 1
84646110,01/11/2018,products: EAI,pr4602,Account setup,Inactive,In Progress,750,Stage 2
68989111,31/12/2018,products: SAP on Azure,pr4603,phase rollout,Active,In Progress,"4,095",Stage 3
84949133,22/08/2019,products: EAI,pr4604,App Migration,Inactive,In Progress,600,Stage 0
95353119,30/07/2019,products: Infrastructure Migration,pr4605,Acceleration in Projects,Active,In Progress,"96,000",Stage 0
79292522,05/01/2018,products: Networking apps,pr4606,App Migration,Active,In Progress,"5,000",Stage 3
79797604,30/11/2018,products: High Performance Compute,pr4607, Back Up And DR,Active,In Progress,"20,000",Stage 0
70404143,27/06/2019,products: Datacenter Migration,pr4608,phase projects,Inactive,Completed,"10,000",Stage 1
84949133,31/07/2018,products: Azure Stack,pr4609,App production,Inactive,Blocked,500,Stage 3
82121111,30/04/2019,products: Disaster Recovery,pr4610,Manufacturing Images,Inactive,Completed,"1,365",Stage 2
23232162,23/11/2018,products: Infrastructure Migration,pr4611,Client onboarding,Active,In Progress,"1,365",Stage 2
1515140,07/06/2019,products: EAI,pr4612,default method for experimentation,Active,In Progress,250,Stage 4
57373109,01/05/2019,products: SAP on Azure,pr4613,Client onboarding,Active,In Progress,"33,000",Stage 2
35757522,31/10/2018,products: High Performance Compute,pr4614,Acceleration in Projects,Active,In Progress,"6,000",Stage 4
33030521,01/10/2019,products: Infrastructure Migration,pr4615,Managed Disks,Inactive,In Progress,"1,000",Stage 4
74242614,30/04/2019,products: Datacenter Migration,pr4616,Managed Service ,Active,In Progress,"1,000",Stage 1
71616520,30/06/2018,products: Disaster Recovery,pr4617,ACT Premium enabled,Inactive,Completed,546,Stage 5
83737153,30/04/2018,products: EAI,pr4618,Achieve Storage,Active,In Progress,100,Stage 3
99595119,30/03/2018,products: EAI,pr4619,Account set up,Active,In Progress,100,Stage 1
10808965,29/03/2019,products: Networking apps,pr4620,phase projects,Active,In Progress,"4,000",Stage 5
97171523,29/05/2019,products: Disaster Recovery,pr4621,ACT Premium enabled,Active,In Progress,"1,000",Stage 3
68888109,30/10/2017,products: Disaster Recovery,pr4622,Acceleration Transfer,Active,In Progress,"7,386",Stage 2
41010143,31/12/2018,products: EAI,pr4623,ACT Premium enabled,Inactive,Completed,"27,000",Stage 5
12929521,30/03/2018,products: EAI,pr4624,App Sprint,Inactive,In Progress,100,Stage 0
61919160,30/03/2018,products: EAI,pr4625,Account setup,Active,Blocked,100,Stage 1
4545136,25/04/2018,products: Infrastructure Migration,pr4626,Account setup,Active,In Progress,"1,000",Stage 1
22525845,30/03/2018,products: EAI,pr4627,Manufacturing Images,Active,In Progress,100,Stage 2
77272172,05/11/2018,products: EAI,pr4628,default method for experimentation,Inactive,In Progress,137,Stage 5
60707119,30/04/2018,products: EAI,pr4629,default method for experimentation,Active,Blocked,"1,000",Stage 5
34343132,30/06/2018,products: Disaster Recovery,pr4630,Accuvate initial work,Active,In Progress,"2,000",Stage 2
70404109,31/05/2019,products: Infrastructure Migration,pr4631,Acceleration in Projects,Active,In Progress,"11,000",Stage 0
93939111,30/04/2018,products: EAI,pr4632,App Sprint,Inactive,In Progress,250,Stage 5
34848138,30/03/2018,products: EAI,pr4633,Access to All users,Active,In Progress,100,Stage 5
25555521,22/03/2019,products: SAP on Azure,pr4634,Achieve Storage,Inactive,In Progress,"-20,475",Stage 1
93939108,14/02/2019,products: EAI,pr4635,Access to All users,Inactive,In Progress,800,Stage 2
70404109,31/05/2018,products: Infrastructure Migration,pr4636,App production,Active,In Progress,"1,000",Stage 2
51717109,01/09/2018,products: Infrastructure Migration,pr4637,Access to All users,Active,In Progress,100,Stage 3
31515815,30/03/2018,products: Infrastructure Migration,pr4638,phase rollout,Active,In Progress,"7,211",Stage 4
69393112,30/09/2019,products: EAI,pr4639,Account set up,Active,In Progress,"10,000",Stage 3
91818594,28/11/2018,products: Azure Stack,pr4640,Achieve Storage,Active,In Progress,"1,173",Stage 5
59393604,30/03/2018,products: EAI,pr4641,phase of migration,Inactive,In Progress,300,Stage 2
17272145,22/01/2018,products: EAI,pr4642,Manufacturing Images,Active,In Progress,"1,000",Stage 3
70404109,31/12/2018,products: Disaster Recovery,pr4643,Manufacturing Images,Active,In Progress,"6,825",Stage 5
63636160,19/08/2019,products: Infrastructure Migration,pr4644,phase projects,Active,In Progress,"10,920",Stage 3
98585975,31/05/2019,products: Virtual Desktop,pr4645,Managed disks migration,Active,In Progress,341,Stage 3
303143,28/09/2018,products: Infrastructure Migration,pr4646,App Migration,Active,In Progress,"2,000",Stage 5
29393604,30/06/2019,products: EAI,pr4647,Account setup,Active,In Progress,"5,000",Stage 0
71515614,30/06/2019,products: Infrastructure Migration,pr4648,Managed disks migration,Active,Blocked,"-50,000",Stage 4
63636160,05/08/2019,products: Infrastructure Migration,pr4649,phase of migration,Active,In Progress,"10,238",Stage 3
37272619,30/04/2019,products: Infrastructure Migration,pr4650,Client onboarding,Active,In Progress,"5,000",Stage 5
97171523,30/03/2018,products: EAI,pr4651, Back Up And DR,Inactive,Completed,100,Stage 5
86060129,24/11/2017,products: EAI,pr4652,App Migration,Active,In Progress,"7,586",Stage 3
28585106,28/06/2019,products: Infrastructure Migration,pr4653, Back Up And DR,Active,In Progress,"2,730",Stage 0
63636160,17/06/2019,products: Infrastructure Migration,pr4654,default method for experimentation,Inactive,In Progress,"8,736",Stage 4
43838604,30/05/2019,products: EAI,pr4655,Managed Instance,Active,In Progress,"6,000",Stage 0
32121521,31/10/2019,products: Infrastructure Migration,pr4656,Managed disks migration,Active,Blocked,"12,000",Stage 4
59090604,19/07/2019,products: EAI,pr4657,Acceleration in Projects,Active,Completed,500,Stage 2
37878521,30/04/2019,products: Datacenter Migration,pr4658,Account set up,Inactive,In Progress,"2,000",Stage 1
78484143,31/01/2019,products: Datacenter Migration,pr4659,default method for experimentation,Active,Blocked,"6,000",Stage 1
39595961,12/10/2018,products: Infrastructure Migration,pr4660,Acceleration in Projects,Inactive,Completed,"9,611",Stage 4
13737882,15/06/2018,products: EAI,pr4661,Phase of Data Migration,Inactive,In Progress,800,Stage 5
32121521,12/12/2019,products: Infrastructure Migration,pr4662,Achieve Storage,Inactive,In Progress,"12,000",Stage 0
96969142,31/01/2018,products: Infrastructure Migration,pr4663,App production,Active,In Progress,"4,925",Stage 3
92323523,26/12/2019,products: Azure Stack,pr4664,ACT Premium enabled,Active,In Progress,"27,300",Stage 2
70404109,31/10/2019,products: Infrastructure Migration,pr4665,phase rollout,Active,In Progress,"178,000",Stage 0
55252101,15/11/2018,products: EAI,pr4666,Account set up,Inactive,In Progress,"1,000",Stage 3
91111603,19/06/2019,products: Datacenter Migration,pr4667,Manufacturing Images,Inactive,In Progress,"20,000",Stage 4
24949619,30/09/2018,products: Disaster Recovery,pr4668,App production,Inactive,In Progress,"1,000",Stage 0
62222521,19/07/2019,products: EAI,pr4669,Acceleration Transfer,Active,In Progress,"14,000",Stage 2
75858109,05/01/2020,products: Infrastructure Migration,pr4670,App Sprint,Active,In Progress,"50,000",Stage 0
85050594,15/06/2018,products: EAI,pr4671,Acceleration in Projects,Inactive,In Progress,800,Stage 5
98080522,24/02/2019,products: Infrastructure Migration,pr4672,respond to RFPA,Inactive,In Progress,"27,300",Stage 3
91111603,30/03/2018,products: EAI,pr4673, Back Up And DR,Inactive,Completed,100,Stage 2
30707619,02/11/2018,products: Infrastructure Migration,pr4674,respond to RFPA,Active,In Progress,500,Stage 5
27575845,16/06/2019,products: Infrastructure Migration,pr4675,Accuvate initial work,Active,In Progress,"5,000",Stage 4
63636160,24/06/2019,products: Infrastructure Migration,pr4676,Managed Service ,Active,Blocked,"13,650",Stage 2
99696211,01/07/2018,products: Infrastructure Migration,pr4677,Managed Service ,Active,In Progress,"20,000",Stage 3
60303594,19/10/2017,products: Infrastructure Migration,pr4678,Account setup,Inactive,In Progress,"2,000",Stage 1
28585106,20/09/2019,products: Infrastructure Migration,pr4679,Managed Service ,Active,In Progress,"25,935",Stage 0
53535951,12/12/2018,products: Infrastructure Migration,pr4680,Phase of Data Migration,Active,In Progress,"1,000",Stage 0
23232619,31/10/2019,products: EAI,pr4681,Managed Service ,Active,In Progress,"12,000",Stage 5
79292522,05/08/2019,products: Datacenter Migration,pr4682,App Sprint,Inactive,In Progress,"13,650",Stage 5
98585975,31/03/2019,products: Infrastructure Migration,pr4683,App Sprint,Active,In Progress,"2,048",Stage 5
98585975,31/12/2018,products: EAI,pr4684,Access to All users,Inactive,In Progress,"80,000",Stage 4
303143,26/10/2018,Product: Data Warehouse,Pr4685,Managed disks migration,Inactive,In Progress,"25,000",Stage 2
82525143,23/11/2018,products: Infrastructure Migration,pr4686,Manufacturing Images,Active,In Progress,"11,409",Stage 2
72828522,29/06/2018,products: Disaster Recovery,pr4687,Phase of Data Migration,Active,In Progress,"4,000",Stage 5
91111105,01/07/2019,products: Disaster Recovery,pr4688,ACT Premium enabled,Inactive,In Progress,410,Stage 1
23737619,30/06/2019,products: EAI,pr4689,Achieve Storage,Active,In Progress,"1,000",Stage 0
28585106,10/05/2019,products: EAI,pr4690,App Sprint,Active,In Progress,"27,300",Stage 1
69393112,30/04/2019,products: Infrastructure Migration,pr4691,phase of migration,Active,In Progress,"5,000",Stage 4
23636619,14/06/2019,products: Datacenter Migration,pr4692,Acceleration in Projects,Active,In Progress,"9,000",Stage 3
16767845,31/08/2018,products: Infrastructure Migration,pr4693,Acceleration in Projects,Inactive,Completed,"3,000",Stage 5
70909614,28/02/2020,products: Infrastructure Migration,pr4694,default method for experimentation,Inactive,In Progress,"5,000",Stage 3
49898165,09/08/2019,products: High Performance Compute,pr4695,Achieve Storage,Inactive,Completed,"16,380",Stage 5
31515815,31/07/2019,products: Infrastructure Migration,pr4696,Phase of Data Migration,Inactive,In Progress,"1,000",Stage 1
41515165,31/05/2018,products: EAI,pr4697,Account setup,Active,In Progress,"2,000",Stage 5
61919160,31/05/2018,products: Disaster Recovery,pr4698,Managed disks migration,Inactive,In Progress,"1,000",Stage 0
30606604,30/06/2019,products: High Performance Compute,pr4699,Account setup,Inactive,In Progress,"1,000",Stage 0
44646101,01/03/2019,products: Datacenter Migration,pr4700, Back Up And DR,Active,In Progress,500,Stage 2
41515165,07/09/2018,products: Disaster Recovery,pr4701,Access to All users,-,-,500,Stage 0
89393970,31/10/2017,products: Infrastructure Migration,pr4702,Account set up,Active,In Progress,"4,000",Stage 5
23535619,27/06/2019,products: Datacenter Migration,pr4703,Access to All users,Active,In Progress,"5,000",Stage 5
30707619,21/03/2019,products: EAI,pr4704,Account setup,Active,In Progress,"10,000",Stage 1
58080144,25/03/2019,products: Disaster Recovery,pr4705,default method for experimentation,-,-,"10,000",Stage 2
45353117,30/03/2018,products: EAI,pr4706,Managed Disks,Active,In Progress,500,Stage 1
20202140,30/10/2019,products: Datacenter Migration,pr4707,Account setup,Active,In Progress,"8,000",Stage 5
39898184,28/03/2018,products: EAI,pr4708,Acceleration in Projects,Inactive,In Progress,"8,032",Stage 4
24848112,31/05/2018,products: Azure Stack,pr4709,Client onboarding,Inactive,In Progress,"1,365",Stage 3
24343524,12/02/2019,products: Infrastructure Migration,pr4710,default method for experimentation,Inactive,Completed,250,Stage 1
