Store Number,Service_Comp_Group,Fiscal_Month,Target
91111110,Products,"January, 2019",13956
91111110,Products,"February, 2019",13655
91111110,Products,"March, 2019",15409
91111110,Products,"April, 2019",15346
91111110,Products,"May, 2019",17032
91111110,Products,"June, 2019",18475
91111603,Services,"July, 2018",19455
91111603,Services,"August, 2018",20772
91111603,Services,"September, 2018",21554
91111603,Services,"October, 2018",23932
91111603,Services,"November, 2018",24912
91111603,Services,"December, 2018",27707
91111603,Services,"January, 2019",29835
91111603,Services,"February, 2019",29017
91111603,Services,"March, 2019",34594
91111603,Services,"April, 2019",36050
91111603,Services,"May, 2019",40114
91111603,Services,"June, 2019",41803
91111603,Support,"July, 2018",1669
91111603,Support,"August, 2018",1905
91111603,Support,"September, 2018",1951
91111603,Support,"October, 2018",2209
91111603,Support,"November, 2018",2251
91111603,Support,"December, 2018",2535
91111603,Support,"January, 2019",2642
91111603,Support,"February, 2019",2512
91111603,Support,"March, 2019",2973
91111603,Support,"April, 2019",2913
91111603,Support,"May, 2019",3354
91111603,Support,"June, 2019",3724
91111603,Products,"July, 2018",21665
91111603,Products,"August, 2018",26172
91111603,Products,"September, 2018",26524
91111603,Products,"October, 2018",30497
91111603,Products,"November, 2018",30544
91111603,Products,"December, 2018",34743
91111603,Products,"January, 2019",35260
91111603,Products,"February, 2019",32882
91111603,Products,"March, 2019",38660
91111603,Products,"April, 2019",35710
91111603,Products,"May, 2019",42512
91111603,Products,"June, 2019",49957
91313118,Services,"July, 2018",886
91313118,Services,"August, 2018",958
91313118,Services,"September, 2018",1011
91313118,Services,"October, 2018",1145
91313118,Services,"November, 2018",1216
91313118,Services,"December, 2018",1381
91313118,Services,"January, 2019",1520
91313118,Services,"February, 2019",1511
91313118,Services,"March, 2019",1841
91313118,Services,"April, 2019",1961
91313118,Services,"May, 2019",2231
91313118,Services,"June, 2019",2376
91313118,Support,"July, 2018",256
91313118,Support,"August, 2018",292
91313118,Support,"September, 2018",299
91313118,Support,"October, 2018",339
91313118,Support,"November, 2018",345
91313118,Support,"December, 2018",388
91313118,Support,"January, 2019",405
91313118,Support,"February, 2019",385
91313118,Support,"March, 2019",456
91313118,Support,"April, 2019",446
91313118,Support,"May, 2019",514
91313118,Support,"June, 2019",571
91313118,Products,"July, 2018",532
91313118,Products,"August, 2018",661
91313118,Products,"September, 2018",647
91313118,Products,"October, 2018",733
91313118,Products,"November, 2018",697
91313118,Products,"December, 2018",773
91313118,Products,"January, 2019",725
91313118,Products,"February, 2019",624
91313118,Products,"March, 2019",686
91313118,Products,"April, 2019",514
91313118,Products,"May, 2019",620
91313118,Products,"June, 2019",789
91616106,Services,"July, 2018",249
91616106,Services,"August, 2018",270
91616106,Services,"September, 2018",285
91616106,Services,"October, 2018",322
91616106,Services,"November, 2018",342
91616106,Services,"December, 2018",389
91616106,Services,"January, 2019",428
91616106,Services,"February, 2019",425
91616106,Services,"March, 2019",518
91616106,Services,"April, 2019",552
91616106,Services,"May, 2019",628
91616106,Services,"June, 2019",669
91616106,Support,"July, 2018",977
91616106,Support,"August, 2018",1115
91616106,Support,"September, 2018",1142
91616106,Support,"October, 2018",1293
91616106,Support,"November, 2018",1318
91616106,Support,"December, 2018",1484
91616106,Support,"January, 2019",1547
91616106,Support,"February, 2019",1471
91616106,Support,"March, 2019",1741
91616106,Support,"April, 2019",1705
91616106,Support,"May, 2019",1963
91616106,Support,"June, 2019",2180
91616106,Products,"July, 2018",2410
91616106,Products,"August, 2018",2766
91616106,Products,"September, 2018",2825
91616106,Products,"October, 2018",3198
91616106,Products,"November, 2018",3244
91616106,Products,"December, 2018",3650
91616106,Products,"January, 2019",3782
91616106,Products,"February, 2019",3578
91616106,Products,"March, 2019",4219
91616106,Products,"April, 2019",4089
91616106,Products,"May, 2019",4716
91616106,Products,"June, 2019",5265
91818594,Services,"July, 2018",1107
91818594,Services,"August, 2018",982
91818594,Services,"September, 2018",845
91818594,Services,"October, 2018",776
91818594,Services,"November, 2018",668
91818594,Services,"December, 2018",614
91818594,Services,"January, 2019",546
91818594,Services,"February, 2019",439
91818594,Services,"March, 2019",432
91818594,Services,"April, 2019",372
91818594,Services,"May, 2019",342
91818594,Services,"June, 2019",294
91818594,Support,"July, 2018",158
91818594,Support,"August, 2018",216
91818594,Support,"September, 2018",252
91818594,Support,"October, 2018",303
91818594,Support,"November, 2018",334
91818594,Support,"December, 2018",386
91818594,Support,"January, 2019",417
91818594,Support,"February, 2019",425
91818594,Support,"March, 2019",491
91818594,Support,"April, 2019",500
91818594,Support,"May, 2019",567
91818594,Support,"June, 2019",629
91818594,Products,"July, 2018",719
91818594,Products,"August, 2018",985
91818594,Products,"September, 2018",1150
91818594,Products,"October, 2018",1382
91818594,Products,"November, 2018",1521
91818594,Products,"December, 2018",1756
91818594,Products,"January, 2019",1900
91818594,Products,"February, 2019",1937
91818594,Products,"March, 2019",2238
91818594,Products,"April, 2019",2277
91818594,Products,"May, 2019",2585
91818594,Products,"June, 2019",2866
92222100,Services,"July, 2018",855
92222100,Services,"August, 2018",759
92222100,Services,"September, 2018",652
92222100,Services,"October, 2018",599
92222100,Services,"November, 2018",516
92222100,Services,"December, 2018",474
92222100,Services,"January, 2019",422
92222100,Services,"February, 2019",339
92222100,Services,"March, 2019",334
92222100,Services,"April, 2019",287
92222100,Services,"May, 2019",264
92222100,Services,"June, 2019",227
92222100,Support,"July, 2018",122
92222100,Support,"August, 2018",167
92222100,Support,"September, 2018",195
92222100,Support,"October, 2018",234
92222100,Support,"November, 2018",258
92222100,Support,"December, 2018",298
92222100,Support,"January, 2019",322
92222100,Support,"February, 2019",328
92222100,Support,"March, 2019",379
92222100,Support,"April, 2019",386
92222100,Support,"May, 2019",438
92222100,Support,"June, 2019",486
92222100,Products,"July, 2018",555
92222100,Products,"August, 2018",761
92222100,Products,"September, 2018",888
92222100,Products,"October, 2018",1068
92222100,Products,"November, 2018",1174
92222100,Products,"December, 2018",1356
92222100,Products,"January, 2019",1467
92222100,Products,"February, 2019",1496
92222100,Products,"March, 2019",1728
92222100,Products,"April, 2019",1758
92222100,Products,"May, 2019",1996
92222100,Products,"June, 2019",2213
92323523,Services,"July, 2018",297
92323523,Services,"August, 2018",317
92323523,Services,"September, 2018",329
92323523,Services,"October, 2018",365
92323523,Services,"November, 2018",380
92323523,Services,"December, 2018",422
92323523,Services,"January, 2019",455
92323523,Services,"February, 2019",442
92323523,Services,"March, 2019",527
92323523,Services,"April, 2019",550
92323523,Services,"May, 2019",612
92323523,Services,"June, 2019",637
92323523,Support,"July, 2018",942
92323523,Support,"August, 2018",1075
92323523,Support,"September, 2018",1101
92323523,Support,"October, 2018",1247
92323523,Support,"November, 2018",1270
92323523,Support,"December, 2018",1431
92323523,Support,"January, 2019",1491
92323523,Support,"February, 2019",1418
92323523,Support,"March, 2019",1678
92323523,Support,"April, 2019",1644
92323523,Support,"May, 2019",1893
92323523,Support,"June, 2019",2102
92323523,Products,"July, 2018",4452
92323523,Products,"August, 2018",5104
92323523,Products,"September, 2018",5223
92323523,Products,"October, 2018",5920
92323523,Products,"November, 2018",6024
92323523,Products,"December, 2018",6789
92323523,Products,"January, 2019",7062
92323523,Products,"February, 2019",6705
92323523,Products,"March, 2019",7932
92323523,Products,"April, 2019",7737
92323523,Products,"May, 2019",8930
92323523,Products,"June, 2019",9959
92424523,Services,"July, 2018",0
92424523,Services,"August, 2018",0
92424523,Services,"September, 2018",0
92424523,Services,"October, 2018",0
92424523,Services,"November, 2018",0
92424523,Services,"December, 2018",0
92424523,Services,"January, 2019",0
92424523,Services,"February, 2019",0
92424523,Services,"March, 2019",0
92424523,Services,"April, 2019",0
92424523,Services,"May, 2019",0
92424523,Services,"June, 2019",0
92424523,Support,"July, 2018",0
92424523,Support,"August, 2018",0
92424523,Support,"September, 2018",0
92424523,Support,"October, 2018",0
92424523,Support,"November, 2018",0
92424523,Support,"December, 2018",0
92424523,Support,"January, 2019",0
92424523,Support,"February, 2019",0
92424523,Support,"March, 2019",0
92424523,Support,"April, 2019",0
92424523,Support,"May, 2019",-1
92424523,Support,"June, 2019",-1
92424523,Products,"July, 2018",0
92424523,Products,"August, 2018",0
92424523,Products,"September, 2018",0
92424523,Products,"October, 2018",0
92424523,Products,"November, 2018",0
92424523,Products,"December, 2018",0
92424523,Products,"January, 2019",0
92424523,Products,"February, 2019",0
92424523,Products,"March, 2019",0
92424523,Products,"April, 2019",0
92424523,Products,"May, 2019",1
92424523,Products,"June, 2019",1
92525956,Services,"July, 2018",65
92525956,Services,"August, 2018",72
92525956,Services,"September, 2018",74
92525956,Services,"October, 2018",81
92525956,Services,"November, 2018",83
92525956,Services,"December, 2018",90
92525956,Services,"January, 2019",94
92525956,Services,"February, 2019",92
92525956,Services,"March, 2019",104
92525956,Services,"April, 2019",103
92525956,Services,"May, 2019",115
92525956,Services,"June, 2019",124
92525956,Support,"July, 2018",30
92525956,Support,"August, 2018",33
92525956,Support,"September, 2018",34
92525956,Support,"October, 2018",37
92525956,Support,"November, 2018",38
92525956,Support,"December, 2018",41
92525956,Support,"January, 2019",43
92525956,Support,"February, 2019",42
92525956,Support,"March, 2019",48
92525956,Support,"April, 2019",47
92525956,Support,"May, 2019",53
92525956,Support,"June, 2019",57
92525956,Products,"July, 2018",189
92525956,Products,"August, 2018",208
92525956,Products,"September, 2018",214
92525956,Products,"October, 2018",234
92525956,Products,"November, 2018",240
92525956,Products,"December, 2018",262
92525956,Products,"January, 2019",272
92525956,Products,"February, 2019",266
92525956,Products,"March, 2019",300
92525956,Products,"April, 2019",299
92525956,Products,"May, 2019",332
92525956,Products,"June, 2019",360
92828118,Services,"July, 2018",2740
92828118,Services,"August, 2018",3016
92828118,Services,"September, 2018",3104
92828118,Services,"October, 2018",3401
92828118,Services,"November, 2018",3484
92828118,Services,"December, 2018",3807
92828118,Services,"January, 2019",3955
92828118,Services,"February, 2019",3870
92828118,Services,"March, 2019",4367
92828118,Services,"April, 2019",4349
92828118,Services,"May, 2019",4827
92828118,Services,"June, 2019",5236
92828118,Support,"July, 2018",1257
92828118,Support,"August, 2018",1384
92828118,Support,"September, 2018",1424
92828118,Support,"October, 2018",1560
92828118,Support,"November, 2018",1599
92828118,Support,"December, 2018",1747
92828118,Support,"January, 2019",1815
92828118,Support,"February, 2019",1775
92828118,Support,"March, 2019",2003
92828118,Support,"April, 2019",1995
92828118,Support,"May, 2019",2214
92828118,Support,"June, 2019",2402
92828118,Products,"July, 2018",7947
92828118,Products,"August, 2018",8747
92828118,Products,"September, 2018",9002
92828118,Products,"October, 2018",9863
92828118,Products,"November, 2018",10105
92828118,Products,"December, 2018",11040
92828118,Products,"January, 2019",11471
92828118,Products,"February, 2019",11223
92828118,Products,"March, 2019",12664
92828118,Products,"April, 2019",12613
92828118,Products,"May, 2019",13999
92828118,Products,"June, 2019",15185
93030881,Services,"July, 2018",1087
93030881,Services,"August, 2018",1175
93030881,Services,"September, 2018",1241
93030881,Services,"October, 2018",1404
93030881,Services,"November, 2018",1492
93030881,Services,"December, 2018",1695
93030881,Services,"January, 2019",1865
93030881,Services,"February, 2019",1853
93030881,Services,"March, 2019",2258
93030881,Services,"April, 2019",-2238
93030881,Services,"May, 2019",-2546
93030881,Services,"June, 2019",-2712
93030881,Support,"July, 2018",197
93030881,Support,"August, 2018",225
93030881,Support,"September, 2018",231
93030881,Support,"October, 2018",261
93030881,Support,"November, 2018",266
93030881,Support,"December, 2018",300
93030881,Support,"January, 2019",313
93030881,Support,"February, 2019",297
93030881,Support,"March, 2019",352
93030881,Support,"April, 2019",-393
93030881,Support,"May, 2019",-453
93030881,Support,"June, 2019",-503
93030881,Products,"July, 2018",1368
93030881,Products,"August, 2018",1627
93030881,Products,"September, 2018",1630
93030881,Products,"October, 2018",1845
93030881,Products,"November, 2018",1819
